0.000,0.000
-0.572,0.467
3.979,-0.399
-1.314,-0.374
-0.128,0.419
2.670,-0.699
2.392,-2.477
2.339,-0.180
-0.680,-0.286
0.832,0.000
1.409,-0.621
1.256,0.345
2.402,1.189
0.659,-2.978
-1.307,-0.229
4.327,-1.531
2.925,-2.558
0.130,1.435
1.342,-2.320
0.538,-1.972
-0.376,-0.143
1.937,0.060
1.624,-1.605
5.170,-1.111
-3.157,-0.171
1.751,-0.660
-2.890,-0.157
3.918,-0.061
0.645,-0.125
2.163,0.271
-2.755,0.071
5.446,-2.111
0.217,-0.077
-1.018,-0.916
0.057,-0.134
-1.959,-1.212
1.802,1.128
1.318,-0.422
-0.731,-0.690
1.580,-1.106
0.412,-0.188
-0.097,-1.142
3.629,0.100
2.491,-1.032
-3.006,1.033
-1.255,-1.122
1.011,-0.687
-1.852,1.111
7.857,-1.049
-2.934,-1.546
-1.571,-0.699
1.697,-1.036
0.212,-0.283
1.287,-0.767
0.720,1.403
0.185,-0.141
0.061,0.369
-0.749,-1.418
2.698,-0.237
0.625,0.074
1.026,0.777
1.334,1.041
6.129,-0.663
-4.151,-0.645
1.003,-0.047
2.355,-0.351
0.361,0.516
-0.953,1.933
2.553,-0.542
0.115,1.897
-0.343,0.572
3.820,-0.503
0.380,-2.701
-2.549,3.888
1.587,0.980
-2.504,2.424
2.389,0.692
0.807,0.351
-3.177,0.858
3.234,-0.746
0.553,0.684
0.344,0.545
-1.962,0.782
3.650,1.545
0.310,0.529
0.116,1.570
1.088,1.278
-1.086,0.315
1.556,0.239
0.171,1.501
-0.768,2.558
4.162,0.294
-1.632,2.192
0.923,0.992
-0.774,0.709
3.434,-1.036
-3.214,3.032
3.562,-0.518
-2.332,1.955
0.251,0.422
0.641,1.059
0.573,2.010
0.963,2.164
-0.060,2.232
-0.547,1.311
0.355,-0.105
0.422,1.923
-0.708,1.264
0.570,1.737
1.050,1.690
-1.920,2.505
2.404,2.109
-1.062,1.707
0.566,2.639
-0.768,0.562
1.394,1.770
-5.128,5.317
1.035,1.162
0.845,1.374
-2.804,3.676
0.229,1.480
-0.973,3.683
-1.532,1.919
1.256,1.428
-3.822,3.274
-0.620,2.392
-0.480,3.794
-0.664,3.984
-2.475,4.481
1.400,4.492
-2.068,3.986
1.818,4.123
-0.648,3.027
-0.850,4.045
3.608,3.053
-5.157,3.954
0.208,3.539
-0.891,3.902
1.500,2.864
-2.035,4.840
-0.018,3.144
0.122,2.654
0.819,4.011
-1.170,4.602
0.000,0.000
-1.037,5.158
-0.036,5.431
-1.657,4.072
1.072,4.185
-1.271,5.202
2.428,5.085
-4.504,7.000
-0.018,4.898
