0,0
-1.099,2.534
0,0
5.085,0.832
2.069,0.424
4.628,-0.416
6.53,2.348
6.925,3.469
1.715,0.799
9.589,-2.763
6.454,-1.946
4.423,-2.304
5.192,-4.327
7.789,0.749
8.504,2.844
7.237,0.307
3.382,-0.864
-0.99,3.557
0.838,-5.732
6.118,-2.322
-3.425,-1.094
8.138,-2.01
12.613,-1.688
-2.226,-3.988
6.869,-1.522
-5.299,1.013
0.953,-0.475
0.527,-1.218
-4.863,0.773
204,-48
0,0
0,0
0.106,0.198
0.522,-0.545
1.117,0.872
3.194,1.213
-0.892,0.589
4.376,-1.502
-0.836,1.327
3.368,-1.613
-0.926,1.072
8.115,-1.347
4.534,-1.65
3.944,-0.511
4.695,-0.085
2.178,0.947
4.789,0.304
2.914,-1.937
9.229,-1.418
4.724,-0.57
2.668,0.903
3.324,0.396
5.05,-3.088
3.446,0.418
6.622,-0.732
6.31,-0.092
4.059,-2.996
12.657,-3.536
40,-28
0,0
0,0
4.435,-2.85
9.556,-0.621
3.227,-0.562
11.78,-1.434
4.169,-2.379
3.773,0.855
11.642,-1.216
1.209,0.356
9.934,-1.651
0.708,-2.323
11.84,-3.619
6.455,0.001
5.315,-0.349
6.587,-0.856
3.418,0.841
8.876,-0.528
7.287,-1.264
9.933,-0.871
4.432,-2.237
10.671,-4.474
6.73,-0.919
6.705,-0.864
7.817,-3.261
9.371,-3.795
4.521,-2.58
12.367,-1.817
7.394,-2.355
5.518,0.18
15.102,-3.039
7.842,-1.604
20.559,-5.864
0,0
10.877,-2.435
12.892,-1.298
8.132,-1.045
7.028,-1.405
8.522,-0.708
11.286,-2.757
7.962,-1.818
8.686,-2.772
9.227,-3.536
9.827,-1.859
7.315,-2.541
10.911,-1.816
8.513,-0.789
10.274,-1.935
9.004,0.365
13.977,-3.196
9.408,-2.301
6.28,-1.967
11.613,-3.599
9.553,-1.833
4.05,-0.496
11.849,-3.082
10.828,-3.473
5.205,-1.587
9.559,-2.102
14.965,-3.275
5.04,-0.268
10.683,-3.117
6.414,-2.205
10.487,-2.207
9.416,-2.011
11.745,-1.079
6.101,-1.929
11.571,-1.247
8.231,-1.73
9.65,-1.836
9.577,-0.968
11.247,-4.703
7.019,-1.228
12.687,-2.579
3.506,-2.413
9.427,-3.592
10.743,-0.862
5.959,-2.516
11.857,-2.53
9.364,-1.523
9.2,-0.673
9.612,-2.128
11.144,-1.874
8.263,-1.347
9.32,-2.892
10.495,-3.118
10.175,-1.347
7.765,-1.816
8.239,-1.207
10.032,-5.037
14.11,-1.332
10.468,-1.903
9.536,-1.755
8.967,-2.422
