0,0
2.489,-3.693
2.153,-2.82
2.397,-4.386
2.764,-3.345
4.903,-4.663
4.801,-5.496
4.051,-6.494
1.307,-7.886
2.27,-1.554
3.284,-3.085
1.795,-2.226
3.915,-6.432
4.341,-0.806
5.175,-3.723
5.55,-3.741
1.467,-1.218
4.845,-0.092
1.388,-3.122
3.309,-3.321
5.6,-4.012
2.427,-3.204
3.209,-0.205
4.624,-3.497
3.792,-4.401
2.649,-5.02
1.252,-6.315
4.455,-5.907
3.081,-0.393
0,0
3.416,-4.633
1.862,-4.031
1.692,-2.586
4.028,-3.025
4.404,-4.333
-1.201,-0.098
0,0
0.016,1.149
4.355,-3.264
1.503,-4.22
2.389,-4.75
6.166,-7.35
0,0
2.088,-1.464
3.92,-2.298
3.392,-2.751
2.889,-2.868
1.691,-3.534
4.05,-1.564
1.99,-3.974
1.537,-4.451
5.767,-3.641
-0.484,-5.345
5.483,-3.581
2.149,-4.797
5.949,-1.566
1.369,-4.623
3.633,-2.614
4.793,1.397
3.782,-3.952
4.325,-2.701
0.155,-6.115
-1.271,-1.223
0.459,-3.634
3.172,-2.125
-0.549,-6.386
2.102,-2.106
4.665,-2.257
3.68,-2.904
1.643,-3.409
0.441,-2.888
4.245,-2.314
2.803,-3.953
3.763,0.149
1.896,-3.047
1.395,-1.038
1.022,0.997
0.862,-0.643
-0.047,0.707
0.984,-3.826
3.475,1.497
0.89,1.184
-2.618,-1.142
-1.896,-0.711
-0.172,-2.555
4.694,-1.471
-1.308,-2.316
-0.901,-2.478
-1.704,-3.761
0,0
-1.386,-1.535
1.641,-4.382
0.553,0.178
-0.916,1.571
-0.95,0.325
1.084,-3.436
2.739,1.594
0.223,0.607
1.233,-0.042
-0.673,0.331
0,0
0,0
2.777,-2.61
-2.983,0.329
3.996,0.493
0.838,-1.118
-4.377,-5.064
0.319,-1.744
-0.305,-4.379
3.135,1.333
0.323,0.693
-0.119,-4.483
-2.433,-2.462
2.106,1.648
0,0
2.325,0.614
2.038,-2.58
-1.37,-5.433
0.246,-2.843
0.985,-1.772
3.715,-3.173
-0.766,0.307
-1.45,-5.942
3.901,0.341
4.343,-0.091
0.336,-0.293
-2.347,-2.572
2.841,-0.871
1.116,-2.366
2.613,-0.89
3.293,-3.4
-3.023,0.878
2.116,-4.421
5.225,-0.396
2.79,0.751
3.434,-3.998
-1.537,1.325
4.906,-1.965
0.804,-2.72
0.133,0.044
0.229,1.729
0.616,-2.126
0.223,-5.16
-0.818,-0.456
1.34,-1.242
-0.502,-1.721
1.815,-1.247
0.644,-0.897
1.449,-1.808
-0.995,-3.37
-0.794,0.103
1.953,-1.097
2.881,-1.365
