0,0
-0.47,1.485
0,0
7.538,-0.812
2.178,-0.204
2.57,-2.974
4.583,0.807
2.798,-2.338
3.741,-0.807
3.679,0.267
6.079,-1.667
5.31,0.778
1.106,-3.426
7.154,1.673
3.782,-2.042
3.954,-3.238
3.703,-0.783
3.803,0.302
1.487,-2.699
6.428,-2.965
3.163,-3.68
1.311,-2.221
12.049,2.508
-4.373,-4.581
7.865,-1.895
-1.323,-1.534
-0.735,-4.353
1.766,-0.2
0.62,-1.63
204,-48
0,0
0,0
-3.785,-1.121
-0.265,-2.34
-1.667,-0.656
-1.122,-2.668
-2.179,1.715
-1.396,-2.984
-3.992,-3.23
2.54,-0.619
-1.771,2.541
2.363,2.182
-1.154,0.421
-1.348,-0.474
1.999,-0.087
2.777,2.309
3.186,1.772
2.265,-0.833
6.003,0.564
1.533,2.716
-1.241,0.096
0.792,0.304
3.489,-0.822
0.661,1.079
3.792,2.073
1.366,4.733
1.164,3.121
6.727,-0.646
14.629,16.106
0,0
0,0
3.769,0.796
5.609,3.699
1.324,1.856
3.448,1.928
1.476,-0.276
-1.058,-0.302
8.075,-0.144
0.67,1.365
5.352,1.48
-2.213,1.36
3.623,0.916
-0.101,4.53
1.188,-0.32
-0.917,1.233
1.523,3.684
2.384,-1.153
3.444,-0.288
6.845,4.09
-6.456,-2.395
1.275,-4.789
0.957,1.693
5.523,4.141
0.978,-0.182
6.635,-1.522
-1.94,0.14
6.267,0.943
1.204,-0.892
-7.542,2.08
1.031,-3.805
0.65,1.044
-4.316,3.168
0,0
-6.119,0.968
1.533,0.964
4.223,-2.278
-0.639,-3.032
-0.232,0.606
0.923,-1.634
2.442,-2.407
3.01,-2.332
0.232,0.178
0.278,1.403
-1.678,-0.719
4.295,-1.523
4.874,-2.325
0.059,-0.75
-2.457,0.71
4.077,1.651
-2.429,0.554
-1.986,-0.662
4.097,0.372
3.583,0.988
-3.272,-3.996
1.92,-0.007
5.175,-3.636
-1.39,2.859
-2.22,-2.742
5.686,0.09
-3.116,2.589
3.492,-0.895
-1.869,-3.378
4.943,-0.994
2.259,-0.598
4.071,-0.101
-4.071,1.217
0.853,-1.792
-0.387,-0.02
-0.274,0.763
0.301,-0.413
0.912,-2.75
-3.705,0.83
1.489,0.465
-5.915,-2.795
-1.124,-3.255
4.925,0.33
-6.094,-4.265
3.008,-1.78
2.184,0.458
0.864,0.674
1.758,-0.414
-1.783,0.92
1.811,-1
-1.031,-1.27
5.744,-3.453
1.772,0.761
0.091,-1.181
-0.749,0.025
1.316,-2.718
3.251,-1.303
-0.784,-1.976
1.438,-0.563
0.42,1.175
