0,0
2.833,-3.128
3.753,-2.639
3.776,-3.518
4.584,-2.7
3.457,-4.649
3.107,-3.942
5.239,-4.786
2.295,0.253
0,0
2.54,-3.015
4.379,-4.67
5.559,-6.898
6.296,-0.076
2.72,-3.514
5.754,-4.911
1.351,-3.712
5.38,-3.052
3.659,-2.91
4.223,-5.152
4.002,-3.874
2.808,-1.503
3.795,-4.176
4.263,-4.082
4.39,-5.187
4.377,-1.985
2.658,-3.781
5.136,-5.523
3.478,-5.252
0,0
4.765,-5.618
5.281,-4.853
4.868,-4.683
3.926,-3.839
5.076,-2.801
5.511,-3.249
2.72,-3.985
5.815,-6.041
4.378,-5.759
2.67,-3.036
3.676,-3.385
3.327,-2.541
2.083,-6.141
6.925,-1.723
1.342,-4.885
2.915,-3.731
4.947,-2.156
2.394,-4.43
3.756,-3.663
2.119,-1.328
4.414,-1.907
3.393,-3.475
0.936,-5.38
2.78,-3.095
3.481,-0.742
1.546,-4.1
2.893,-3.292
4.347,-1.632
2.202,-5.03
2.163,-4.864
3.048,-1.875
1.218,-3.466
3.295,-2.916
5.185,-5.005
1.651,-3.21
3.105,-3.698
3.005,-3.326
-0.907,-2.783
0.445,-2.642
3.62,-1.589
2.149,-5.596
-0.316,-2.964
2.51,-2.495
2.349,-2.33
1.35,-3.452
0.91,-1.994
4.537,-4.547
2.864,-0.339
0.491,-4.153
-0.298,-4.568
4.504,-0.446
1.246,-1.574
5.036,-0.947
-0.327,-2.525
2.094,-2.933
-1.192,-2.508
3.831,-1.816
3.216,-3.236
2.343,0.04
0,0
-0.183,-2.685
-0.092,0.137
1.323,-1.755
2.637,-0.763
1.038,-4.131
2.265,0.496
1.832,-0.949
0.926,-2.721
4.113,-1.576
-0.207,2.064
0,0
0,0
0.523,-1.874
1.704,1.401
1.15,-4.114
-1.761,-0.304
3.194,-2.087
-1.908,0.975
5.32,-0.086
-1.717,1.886
2.705,-0.261
-1.238,1.5
4.942,-5.424
-2.282,0.121
0,0
1.734,0.574
0.463,-1.576
1.449,-1.715
-0.324,-3.377
2.926,-2.368
-2.219,-0.715
4.527,-5.009
1.4,-0.019
-2.437,-5.923
1.676,0.107
2.628,-3.46
-0.7,1.114
4,-2.642
0.19,-1.564
-0.037,-2.556
-0.912,-0.084
2.888,-3.486
0.738,-0.385
-1.502,-1.113
-0.114,-2.603
2.754,0.026
0.705,-3.847
-2.34,1.42
6.097,-3.401
-2.115,0.914
0.888,-5.539
1.465,-1.354
-0.863,-3.374
2.59,-2.13
-0.322,-1.693
2.762,-3.013
-0.438,-1.851
3.57,-3.877
2.001,-2.696
-1.411,-0.383
3.953,-4.38
0.632,0.032
0.74,-4.206
